City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,bardiyah,29.6536,25.5869,11.02,59,66,7.23,EG,1675898311
302,vardo,88.4984,36.1684,-21.92,94,100,11.84,Unknown,1675898312
303,karaul,69.1459,81.299,-17.47,94,100,8.16,Unknown,1675898312
304,rakitnoye,51.0175,35.9218,-11.58,96,56,2.38,RU,1675898312
305,itagi,-14.1258,-40.3653,21.69,63,83,3.97,BR,1675898313
306,buin,-8.556,154.1056,29.24,76,100,8.32,Unknown,1675898313
307,saint-georges,4.2393,-51.5615,24.26,91,87,3.92,GF,1675898314
308,lodwar,3.5654,35.9404,29.37,56,5,2.13,KE,1675898314
309,anshun,26.8971,106.1194,4.34,93,100,1.44,CN,1675898314
310,lumberton,34.5552,-78.4361,21.16,43,0,0.0,US,1675898315
311,lorengau,15.6445,150.7164,26.56,78,100,8.58,Unknown,1675898315
312,basco,20.1421,121.7036,24.73,76,100,10.14,PH,1675898316
313,vostok,52.5132,149.6439,-8.3,82,100,13.81,Unknown,1675898316
314,fairbanks,66.6189,-144.9644,-22.97,77,100,0.0,US,1675898316
315,gilbues,-9.1026,-45.3992,26.31,55,66,0.98,BR,1675898317
316,santiago del estero,-26.917,-63.7406,34.22,30,100,3.28,AR,1675898317
317,cuamba,-14.429,36.1894,19.83,96,99,0.79,MZ,1675898317
318,waingapu,-9.8239,120.6071,26.13,81,54,3.61,ID,1675898318
319,gubkinskiy,64.0996,76.3107,-15.43,93,100,8.14,RU,1675898318
320,coahuayana,0.5952,-112.1172,25.44,81,1,3.72,Unknown,1675898318
321,nioaque,-21.4781,-55.5743,21.13,95,99,2.67,BR,1675898319
322,eldorado,23.8039,-108.3487,18.56,63,0,11.07,MX,1675898319
323,nishihara,20.9767,134.0073,23.31,74,100,8.45,Unknown,1675898319
324,reyes,-12.8139,-67.6121,24.55,84,67,1.4,Unknown,1675898319
325,umzimvubu,-45.8378,41.5295,8.4,64,55,13.28,Unknown,1675898320
326,puerto leguizamo,0.1946,-74.4955,27.06,65,61,0.98,CO,1675898320
327,haizhou,34.8376,118.9728,3.1,79,100,4.13,CN,1675898320
328,talnakh,70.4957,89.9291,-26.89,92,85,1.58,RU,1675898321
329,san rafael,12.9528,122.8966,24.62,78,98,4.66,PH,1675898321
330,moose factory,52.1296,-81.2066,-19.86,93,24,2.0,CA,1675898321
331,gamba,-6.6781,4.3972,26.83,77,100,4.71,Unknown,1675898322
332,chumikan,53.9707,134.4155,-31.95,87,25,2.88,RU,1675898322
333,vao,-22.9936,169.2447,26.3,80,100,7.55,Unknown,1675898322
334,camargo,-20.0364,-64.766,5.61,87,94,1.92,BO,1675898323
335,churapcha,64.4502,132.9178,-40.03,100,99,0.18,RU,1675898323
336,pangai,-19.9954,-172.7394,27.31,77,93,3.14,Unknown,1675898323
337,nizhneyansk,73.4503,137.0307,-28.7,99,100,2.94,Unknown,1675898323
338,ler,8.2904,30.9226,25.61,16,19,4.11,SS,1675898324
339,landazuri,6.2386,-73.8493,26.92,74,79,0.68,CO,1675898324
340,sharan,32.0732,68.0093,3.19,88,88,6.84,AF,1675898324
341,coffs harbour,-30.4222,155.2514,22.78,70,3,5.11,Unknown,1675898325
342,verkh-tula,54.8515,82.7433,-25.22,84,40,0.0,RU,1675898325
343,negombo,7.4442,79.4257,25.71,82,86,8.53,LK,1675898325
344,dundwaraganj,27.7926,79.0789,12.49,46,0,3.71,IN,1675898326
345,vila franca do campo,45.5214,-20.4243,10.28,66,66,0.94,Unknown,1675898326
346,chifeng,43.7201,119.8888,-9.11,60,100,2.28,CN,1675898326
347,loudi,28.0146,112.2112,7.77,93,100,2.76,CN,1675898327
348,almaty,42.7929,76.4396,-8.57,56,100,2.31,KG,1675898327
349,santa fe,21.6301,-82.4767,26.1,72,13,7.71,CU,1675898327
350,khatanga,81.8199,103.2659,-30.36,95,62,7.94,Unknown,1675898327
351,athabasca,58.5392,-111.7797,-15.89,97,18,2.29,CA,1675898328
352,resende,-22.4948,-44.4218,19.88,97,43,1.1,BR,1675898328
353,monmouth,41.1012,-90.8976,6.23,59,100,2.95,US,1675898328
354,dourbali,11.6857,15.7339,23.39,16,88,4.8,TD,1675898329
355,aasiaat,70.1374,-54.0997,-30.27,68,0,2.86,GL,1675898329
356,kupang,-11.6153,123.0937,28.6,76,61,9.3,ID,1675898329
357,durant,34.0361,-96.3271,7.79,93,100,5.66,US,1675898330
358,liverpool,41.6952,-63.5242,6.99,78,100,11.43,Unknown,1675898330
359,cowra,-33.4416,148.6618,19.9,56,35,4.97,AU,1675898330
360,magadan,56.8896,150.0548,-9.08,72,100,9.07,Unknown,1675898330
361,seoul,38.3046,128.9274,1.43,54,88,2.13,KR,1675898331
362,souillac,-42.058,69.4982,14.52,80,91,6.83,Unknown,1675898331
363,takefu,35.9914,135.7454,6.12,54,100,9.37,JP,1675898331
364,huarmey,-15.1259,-87.609,23.84,69,0,4.54,Unknown,1675898332
365,provideniya,47.9125,-178.4665,1.89,48,100,2.61,Unknown,1675898332
366,laguna,-36.0321,-37.7383,19.98,58,1,3.84,Unknown,1675898332
367,viransehir,36.7666,39.8991,1.05,74,42,3.74,TR,1675898333
368,tsihombe,-34.8633,42.7291,22.41,95,36,7.24,Unknown,1675898333
369,olafsvik,62.0827,-28.9173,0.54,56,100,17.14,Unknown,1675898333
370,maun,-19.2423,23.8887,19.99,93,96,1.45,BW,1675898333
371,santa eulalia del rio,37.4323,1.4265,12.14,81,96,8.29,DZ,1675898334
372,petauke,-14.9525,31.568,17.83,97,67,1.94,ZM,1675898334
373,sikonge,-6.0114,32.9065,18.15,97,100,3.08,TZ,1675898334
374,la ronge,61.817,-106.2708,-26.96,100,86,1.55,Unknown,1675898335
375,jiazi,21.1764,117.0492,21.86,91,100,11.61,Unknown,1675898335
376,wittlich,50.2179,6.7635,-2.78,68,0,1.04,DE,1675898335
377,victoria,-5.1802,51.8664,27.32,74,59,6.31,Unknown,1675898336
378,mackenzie,56.8285,-122.9406,-5.35,73,5,3.94,CA,1675898336
379,hobyo,4.3789,47.8833,24.3,87,6,5.78,SO,1675898336
380,mehamn,84.1179,28.1305,-11.28,89,100,17.56,Unknown,1675898336
381,lucapa,-7.9714,20.8389,19.24,93,100,1.84,AO,1675898337
382,warri,3.3686,3.5769,27.92,72,86,3.55,Unknown,1675898337
383,poitiers,46.4372,0.036,-0.91,84,0,2.77,FR,1675898337
384,port pirie,-33.4238,139.1251,24.63,26,2,1.02,AU,1675898338
385,saraza,8.5479,117.7951,26.51,79,89,7.64,PH,1675898338
386,tilichiki,58.6363,168.6353,-3.13,63,100,13.18,Unknown,1675898339
387,jaumave,23.4692,-99.4885,16.78,76,37,2.64,MX,1675898339
388,anar darreh,32.2809,61.2787,11.97,62,1,1.05,AF,1675898339
389,namatanai,5.831,160.4635,27.42,84,100,7.56,FM,1675898339
390,iracoubo,4.7769,-53.4598,22.02,99,93,1.3,GF,1675898341
391,alta floresta,-10.2896,-57.5833,22.6,97,64,0.33,BR,1675898341
392,quatre cocos,-17.3066,64.0985,26.64,73,4,7.06,Unknown,1675898342
393,tuxpan,21.9315,-105.2474,28.31,31,5,4.25,MX,1675898342
394,merauke,-8.4772,140.2269,26.44,88,100,7.34,ID,1675898343
395,kazalinsk,45.7398,61.3438,-13.51,90,6,7.93,KZ,1675898343
396,kargil,35.3818,76.9187,-24.85,100,100,3.0,IN,1675898344
397,quepos,9.2175,-84.2036,27.92,70,8,2.45,CR,1675898344
398,mitzic,0.3471,11.3024,23.41,83,20,1.21,GA,1675898345
399,pangnirtung,63.0133,-63.7234,-23.57,99,100,17.5,Unknown,1675898346
400,makakilo city,5.4185,-164.9085,26.34,80,80,9.29,Unknown,1675898346
401,mecca,20.2633,40.1297,23.43,56,8,2.65,SA,1675898346
402,ahipara,-31.1772,168.5313,21.43,67,0,3.14,Unknown,1675898347
403,salto,-30.9691,-57.8349,33.11,23,49,1.7,AR,1675898347
404,hutchinson,37.7245,-98.0594,7.51,38,100,3.59,US,1675898347
405,karakendzha,38.7794,71.3912,-18.05,94,100,2.96,TJ,1675898348
406,havre-saint-pierre,50.0739,-61.3454,-5.95,79,100,7.32,CA,1675898348
407,karauzyak,44.9865,59.7232,-3.1,81,100,12.62,UZ,1675898349
408,la rioja,-30.1136,-67.0016,35.57,24,0,6.07,AR,1675898349
409,hambantota,4.7924,83.3866,27.56,76,100,5.81,Unknown,1675898350
410,kahului,35.3632,-149.723,12.87,64,49,11.81,Unknown,1675898350
411,mormugao,13.6404,71.0811,25.93,73,96,4.47,Unknown,1675898351
412,ajdabiya,30.0927,20.0122,12.23,45,75,8.56,LY,1675898351
413,kizukuri,40.8539,139.9696,-1.88,60,100,13.33,JP,1675898352
414,vestmanna,68.1923,-8.4681,-1.27,54,55,7.51,Unknown,1675898353
415,tymovskoye,50.2892,142.3777,-29.72,93,14,0.63,RU,1675898353
416,hede,34.0538,121.4532,6.04,73,100,6.53,CN,1675898354
417,bac lieu,6.7841,108.6908,25.85,86,34,6.11,Unknown,1675898354
418,cockburn harbour,23.2215,-72.4326,23.94,77,88,10.72,Unknown,1675898355
419,manta,0.3319,-82.7027,27.1,73,95,2.44,Unknown,1675898356
420,tumannyy,68.9445,37.1513,3.04,68,100,17.45,RU,1675898356
421,novikovo,45.3706,143.8081,-13.08,90,100,7.85,JP,1675898357
422,marmande,44.4403,0.1919,4.81,83,75,2.45,FR,1675898357
423,adrar,25.8174,2.8779,15.58,24,64,3.72,Unknown,1675898358
424,ndele,9.2397,20.537,23.98,14,15,3.17,CF,1675898358
425,sambava,-12.2127,51.4551,27.6,79,32,7.13,Unknown,1675898359
426,hamilton,31.2209,-71.236,17.98,61,42,2.05,Unknown,1675898360
427,along,29.5765,93.946,-21.41,98,84,0.41,CN,1675898360
428,cabo san lucas,8.1753,-122.7671,25.51,83,23,8.35,Unknown,1675898361
429,zachepylivka,49.2152,35.0647,-8.83,91,5,2.36,UA,1675898362
430,ballina,-29.9711,158.5812,22.39,67,0,6.24,Unknown,1675898362
431,sur,16.9649,63.2552,22.91,69,99,3.29,Unknown,1675898363
432,makung,22.811,119.3639,19.67,91,100,11.27,TW,1675898363
433,grass valley,39.6824,-120.9584,10.42,86,52,1.35,US,1675898364
434,lata,-7.2801,167.6205,28.41,76,85,7.67,Unknown,1675898365
435,port moresby,-9.8849,145.9245,27.61,82,100,10.12,PG,1675898366
436,punta alta,-40.3652,-61.073,19.47,81,1,4.06,Unknown,1675898366
437,winslow,35.7236,-110.5129,5.13,46,5,2.14,US,1675898367
438,bafoulabe,14.3103,-10.0686,27.7,13,0,4.79,ML,1675898368
439,sompeta,18.734,84.803,23.62,78,51,4.66,IN,1675898369
440,basudebpur,21.0314,86.8876,20.32,91,74,2.45,IN,1675898370
441,kamenskoye,63.042,165.7434,-37.31,95,27,0.92,Unknown,1675898371
442,whitehorse,60.5622,-135.4729,-5.09,92,28,2.11,CA,1675898372
443,yar-sale,69.5467,69.7674,-17.28,100,92,3.24,Unknown,1675898373
444,ayer itam,4.8775,99.4304,27.45,76,100,2.19,MY,1675898373
445,samusu,1.0624,-160.1029,24.99,84,2,8.87,Unknown,1675898374
446,werda,-25.3008,23.5157,20.26,75,41,6.84,BW,1675898374
447,cadillac,44.0754,-86.064,3.83,89,97,1.15,US,1675898375
448,kebemer,15.5033,-16.8138,20.17,68,93,7.87,SN,1675898375
449,pasighat,32.6344,96.2947,-9.74,32,98,1.58,CN,1675898376
450,santa rosa,-36.2678,-65.3915,32.36,31,0,0.91,AR,1675898376
451,biloela,-25.0059,150.2957,25.22,50,43,8.75,AU,1675898377
452,alice springs,-23.8572,133.2069,28.61,28,10,4.36,AU,1675898377
453,valparaiso,-30.8311,-79.9649,19.94,81,0,6.02,Unknown,1675898377
454,bubaque,7.2726,-21.6749,25.3,68,43,4.47,Unknown,1675898378
455,calera,-32.6933,-71.1946,20.03,51,0,2.57,CL,1675898378
456,de-kastri,51.2945,139.6599,-30.03,98,98,1.18,RU,1675898378
457,khuzhir,53.9984,107.1622,-23.4,100,78,1.03,RU,1675898379
458,kunming,25.944,102.621,-0.03,61,0,0.71,CN,1675898379
459,elizabeth city,33.839,-71.8981,18.59,82,100,4.27,Unknown,1675898379
460,hovd,45.2277,103.5753,-12.88,83,16,2.31,MN,1675898379
461,chahal,15.6737,-89.5721,22.15,87,32,1.5,GT,1675898380
462,virginia beach,36.3708,-73.2712,14.62,74,74,5.04,Unknown,1675898380
463,guna,25.0187,77.1464,14.7,38,2,0.12,IN,1675898380
464,shinpokh,34.2231,71.331,7.2,31,82,2.1,PK,1675898381
465,saint-francois,19.588,-54.6823,24.3,73,2,8.61,Unknown,1675898381
466,rock sound,23.9559,-76.709,24.44,76,81,10.37,BS,1675898381
467,solovetskiy,65.0742,35.7277,-1.03,91,97,11.64,RU,1675898382
468,chapais,54.1374,-75.9553,-22.71,93,80,4.64,Unknown,1675898382
469,port keats,-13.5936,129.0869,29.65,77,97,10.32,AU,1675898382
470,victor harbor,-37.6959,137.4193,16.55,85,1,7.01,Unknown,1675898383
471,maniitsoq,62.5554,-58.0073,-9.18,91,100,4.7,Unknown,1675898383
472,bonthe,2.9918,-15.9614,27.46,71,82,1.04,Unknown,1675898383
473,goure,14.5294,10.5214,19.27,19,12,5.35,NE,1675898384
474,port-de-paix,21.4399,-73.0556,25.13,80,0,10.31,BS,1675898384
475,asfi,34.2388,-10.4096,15.26,61,70,4.48,Unknown,1675898384
476,iskateley,67.1513,54.5966,-6.47,85,98,9.25,RU,1675898385
477,manicore,-6.523,-61.5947,24.01,94,30,0.86,BR,1675898385
478,juneau,58.0226,-133.3077,-5.57,89,100,2.06,US,1675898385
479,severo-kurilsk,39.1725,162.4478,7.22,70,99,4.48,Unknown,1675898386
480,bayji,35.1943,43.8383,4.8,82,62,1.54,IQ,1675898386
481,tiznit,26.6049,-10.7783,14.4,45,0,3.26,EH,1675898386
482,batagay-alyta,68.1666,130.8914,-44.5,100,63,0.92,RU,1675898387
483,ruteng,-8.7439,119.9868,20.95,90,86,1.6,ID,1675898387
484,macklin,51.9546,-109.9853,-4.12,68,93,3.09,CA,1675898387
485,general pico,-35.1745,-62.7915,32.57,25,0,0.76,AR,1675898388
486,coruripe,-13.9603,-32.2762,26.58,78,56,5.47,Unknown,1675898388
487,adrian,41.8334,-84.3158,4.73,81,100,2.4,US,1675898388
488,log,49.6952,43.8642,-14.15,94,22,3.0,RU,1675898389
489,shkotovo-22,42.5453,132.045,-5.84,61,0,6.36,RU,1675898389
490,berlevag,73.6428,30.4525,3.34,97,100,15.19,Unknown,1675898389
491,udachnyy,67.7528,116.0411,-43.35,100,99,1.05,Unknown,1675898390
492,am timan,11.639,21.487,21.49,12,17,3.11,TD,1675898390
493,mocambique,-15.1327,42.5956,27.86,75,96,5.5,Unknown,1675898390
494,bathsheba,18.5588,-50.1749,24.16,70,17,8.52,Unknown,1675898390
495,tornabe,15.7078,-87.5752,28.96,74,13,2.64,HN,1675898391
496,klaksvik,62.0682,-5.402,3.18,74,93,17.14,FO,1675898391
497,turukhansk,65.3464,89.2803,-22.52,100,100,1.52,RU,1675898391
498,san policarpo,12.5834,126.0766,26.94,78,95,9.22,PH,1675898392
499,coquimbo,-29.5057,-74.1611,18.99,85,32,6.8,Unknown,1675898392
500,sakaiminato,37.9183,133.5871,3.86,50,100,5.21,Unknown,1675898392
501,zhenlai,45.6441,123.468,-17.26,89,16,1.62,CN,1675898393
502,yerbogachen,62.8022,108.416,-28.63,98,100,1.53,Unknown,1675898393
503,sola,-14.1897,175.0032,28.51,75,65,4.49,Unknown,1675898393
504,poso,-1.1558,120.42,23.11,89,100,1.63,ID,1675898394
505,north bend,43.8641,-129.8277,10.04,91,100,11.47,Unknown,1675898394
506,agadez,17.9088,9.3657,18.19,22,34,0.73,Unknown,1675898394
507,la palma,4.3169,-81.8874,26.68,83,64,3.83,Unknown,1675898394
508,kruisfontein,-56.6677,27.3047,0.06,96,84,10.2,Unknown,1675898395
509,visnes,58.985,3.2304,4.67,94,100,11.34,NO,1675898395
510,hami,39.9598,90.1356,-1.05,48,48,4.53,CN,1675898395
511,abrau-dyurso,43.5589,36.3913,2.31,76,100,11.68,Unknown,1675898396
512,mayo,62.6331,-134.7158,-7.96,95,99,0.44,CA,1675898396
513,ponta delgada,29.116,-28.8613,18.96,66,3,6.99,Unknown,1675898396
514,beidao,35.0972,105.5691,-5.86,90,18,0.53,CN,1675898397
515,constantine,35.2172,6.3724,1.69,83,53,2.26,DZ,1675898397
516,corn island,11.3134,-82.0842,26.34,77,3,7.24,CO,1675898397
517,esna,24.9881,32.0777,10.04,43,98,4.3,EG,1675898398
518,saint anthony,52.5891,-56.4965,-11.27,96,100,1.67,CA,1675898398
519,hofn,65.7839,-10.585,-0.83,49,71,9.37,Unknown,1675898398
520,sao felix do xingu,-7.5193,-52.8447,21.74,99,100,0.28,BR,1675898398
521,faya,21.7184,23.5583,12.04,24,27,4.74,Unknown,1675898399
522,contamana,-7.7631,-75.1094,29.56,55,90,1.98,PE,1675898399
523,banjar,-17.6861,104.611,24.96,78,99,8.15,Unknown,1675898399
524,key largo,24.852,-80.1076,23.52,72,23,8.87,US,1675898400
525,bodden town,16.5404,-80.4723,26.13,79,1,9.23,Unknown,1675898400
526,sinnamary,11.0125,-50.928,25.15,70,40,10.43,Unknown,1675898400
527,miyako,40.7508,143.2016,-0.25,62,100,16.59,JP,1675898401
528,lockport,43.2954,-78.7925,3.51,75,58,3.13,US,1675898402
529,kroya,-8.4583,108.995,26.76,83,100,10.74,ID,1675898404
530,lavrentiya,61.8971,-169.6032,-23.3,96,41,1.51,Unknown,1675898408
531,ambon,-2.235,126.3381,27.91,71,100,2.41,ID,1675898409
532,lafiagi,9.2388,4.7634,29.7,15,38,1.45,NG,1675898410
533,goderich,1.0843,-23.1966,27.33,72,26,2.48,Unknown,1675898411
534,khasan,40.6353,131.0428,-0.27,54,98,8.52,KP,1675898412
535,candelaria,28.2769,-16.3146,17.83,60,89,2.04,ES,1675898412
536,tual,-7.4295,132.0189,27.15,81,100,8.73,ID,1675898413
537,arshan,46.0849,44.3059,-12.76,97,60,4.16,RU,1675898413
538,tsumeb,-18.4587,18.525,18.38,92,54,0.7,NA,1675898414
539,concepcion del oro,24.3402,-101.681,16.76,21,91,5.04,MX,1675898415
540,havelock,34.2852,-75.8585,19.48,56,95,4.33,US,1675898415
541,khonuu,67.0651,144.1348,-36.95,92,86,1.7,Unknown,1675898416
542,bawku,11.268,-0.2281,29.22,14,47,3.96,GH,1675898416
543,bagnols-sur-ceze,44.0627,4.5892,1.33,60,1,0.37,FR,1675898417
544,mergui,12.9735,98.4528,25.91,67,4,1.98,MM,1675898417
545,bajo baudo,4.6713,-79.4921,26.46,88,76,6.66,Unknown,1675898418
546,sri aman,0.8556,112.0412,23.31,93,100,0.34,MY,1675898419
547,paamiut,56.5956,-51.2794,-0.23,68,92,10.5,Unknown,1675898419
548,xuddur,6.5177,43.5524,25.48,33,15,5.37,ET,1675898420
549,ghanzi,-21.745,21.5735,20.3,71,91,2.44,BW,1675898421
550,centralia,38.7371,-89.2764,7.53,93,100,3.73,US,1675898421
551,rio gallegos,-51.8673,-66.9879,13.55,78,100,11.15,Unknown,1675898422
552,yulara,-29.0454,125.9775,23.18,52,0,5.58,AU,1675898423
553,mantua,24.9648,-86.5547,25.36,73,72,8.71,Unknown,1675898423
554,minsk,53.9833,27.4808,-4.23,93,99,3.4,BY,1675898424
555,eau claire,44.5749,-91.2469,6.7,93,67,1.74,US,1675898424
556,san juan,21.9474,-66.1096,24.73,74,2,8.28,Unknown,1675898425
557,falmouth,49.2355,-5.0597,10.16,70,100,6.06,FR,1675898425
558,vallenar,-27.6566,-73.8527,19.53,80,73,5.66,Unknown,1675898426
559,norsup,-16.6321,165.2462,26.32,90,100,6.5,Unknown,1675898426
560,heihe,51.0975,125.9698,-28.49,100,90,2.62,CN,1675898427
561,malwan,16.0639,70.8551,26.34,64,85,6.07,Unknown,1675898427
562,zhuanghe,39.0355,123.8039,1.17,51,100,6.57,CN,1675898428
563,zhanakorgan,45.3918,67.8841,-6.69,89,99,6.26,KZ,1675898428
564,lichfield,52.7567,-1.7694,4.96,84,100,5.03,GB,1675898429
565,tabas,34.081,58.3116,3.71,62,12,2.42,IR,1675898429
566,pouembout,-23.2147,163.2485,26.02,82,100,7.89,Unknown,1675898430
567,inirida,4.3662,-65.7305,17.58,85,93,1.73,VE,1675898430
568,kodinsk,57.7396,99.2765,-19.75,100,93,1.69,RU,1675898431
569,black river,16.0579,-79.6402,25.89,81,0,10.01,Unknown,1675898431
570,touros,-2.7814,-35.1172,27.17,77,19,6.6,Unknown,1675898432
571,dingli,35.2166,13.6102,12.0,85,100,11.99,IT,1675898433
572,labuhan,-11.9881,99.7489,27.17,73,86,0.28,Unknown,1675898433
573,karratha,-22.0456,116.2431,28.6,63,42,2.41,AU,1675898434
574,lixourion,37.7426,19.9667,9.1,58,100,11.85,GR,1675898434
575,kilkenny,52.6131,-7.3364,6.86,89,100,2.68,IE,1675898435
576,tena,-1.3817,-76.6005,26.4,72,83,0.81,EC,1675898436
577,imbituba,-28.4207,-45.759,24.64,70,0,7.98,Unknown,1675898436
578,camanci,11.7479,122.4069,24.56,79,100,6.5,PH,1675898437
579,jinka,4.3388,36.6603,27.95,27,19,3.5,ET,1675898437
580,mackay,-17.5896,154.6016,26.99,92,100,26.57,Unknown,1675898438
581,ola,55.0764,151.2693,-6.83,81,100,13.42,Unknown,1675898438
582,rio grande,-35.4888,-48.2902,22.56,83,65,7.5,Unknown,1675898438
583,ca mau,7.8568,105.3555,25.33,89,6,5.72,VN,1675898439
584,khvorostyanka,52.4419,48.9488,-11.18,92,98,3.33,RU,1675898439
585,los llanos de aridane,29.2579,-22.6911,17.62,62,100,7.45,Unknown,1675898439
586,tasbuget,45.6168,65.6937,-7.67,91,100,7.38,KZ,1675898440
587,richards bay,-31.7147,39.3652,24.22,93,19,4.65,Unknown,1675898440
588,san vicente,19.5093,124.7069,23.77,77,100,8.51,Unknown,1675898440
589,la romana,16.3086,-69.0307,25.69,81,0,10.61,Unknown,1675898441
590,markova,58.725,107.0502,-13.53,97,100,1.55,RU,1675898441
591,nouakchott,19.26,-16.8848,18.9,76,99,4.34,Unknown,1675898442
592,raigarh,21.8622,83.6297,14.37,38,9,1.38,IN,1675898442
593,cururupu,2.0592,-43.289,26.28,83,97,7.46,Unknown,1675898442
594,pingliang,35.1437,107.1349,-2.46,93,95,2.25,CN,1675898443
595,imeni babushkina,59.4622,43.7259,-15.83,100,90,1.65,RU,1675898443
596,tamparan,7.8012,124.3418,19.6,94,100,1.17,PH,1675898443
597,daru,-11.6261,144.8499,28.15,80,100,7.29,Unknown,1675898444
598,mopipi,-22.4148,24.8404,21.56,76,100,1.87,BW,1675898444
599,sorland,71.6404,5.5097,-0.76,53,100,13.41,Unknown,1675898444
600,somerset,41.7553,-71.0751,6.79,60,0,1.54,US,1675898445
601,lethem,3.3578,-59.7342,27.33,64,80,3.43,GY,1675898445
602,vereshchagino,58.0785,54.7485,-11.88,99,95,1.9,RU,1675898445
603,ngunguru,-30.8324,178.8339,22.06,76,8,1.01,Unknown,1675898446
604,plettenberg bay,-43.7907,23.5963,13.56,73,70,9.24,Unknown,1675898446
605,san borja,-14.7272,-65.9703,22.41,99,100,0.76,BO,1675898446
606,westport,-39.5004,168.4531,17.44,59,97,7.82,Unknown,1675898447
607,dolores,-36.0784,-58.2254,25.91,59,4,7.39,AR,1675898447
608,tokur,54.1862,132.7037,-39.35,97,31,1.0,RU,1675898447
